gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
MT-ND2	ENSG00000198763.3	ENST00000361453.3	1	1042	1042	1042
ANXA1	ENSG00000135046.14	ENST00000257497.11	75	1041	1401	1115
B3GNTL1	ENSG00000175711.9	ENST00000320865.4	20	1041	2985	1060
LUZP2	ENSG00000187398.12	ENST00000336930.11	192	1041	5212	1232
CDK7	ENSG00000134058.12	ENST00000256443.8	91	1041	1426	1131
TECR	ENSG00000099797.15	ENST00000596073.6	41	1041	1188	1081
PEX16	ENSG00000121680.16	ENST00000241041.7	19	1041	1479	1059
XRCC3	ENSG00000126215.14	ENST00000555055.6	346	1041	2567	1386
HNRNPH3	ENSG00000096746.18	ENST00000265866.12	177	1041	2356	1217
SAE1	ENSG00000142230.13	ENST00000270225.12	97	1041	2522	1137
AGA	ENSG00000038002.9	ENST00000264595.7	63	1041	2037	1103
POLR1C	ENSG00000171453.20	ENST00000642195.1	22	1041	1275	1062
SUCLG1	ENSG00000163541.12	ENST00000393868.7	12	1041	1270	1052
NMNAT3	ENSG00000163864.18	ENST00000646611.1	491	1041	2325	1531
E2F5	ENSG00000133740.11	ENST00000416274.7	268	1041	1964	1308
RNF165	ENSG00000141622.14	ENST00000269439.12	258	1041	7802	1298
CDK2	ENSG00000123374.11	ENST00000553376.5	189	1041	1725	1229
AQP7B	ENSG00000259916.2	ENST00000561882.2	125	1041	1220	1165
CDK20	ENSG00000156345.18	ENST00000325303.9	88	1041	2149	1128
HPF1	ENSG00000056050.7	ENST00000393381.3	68	1041	1216	1108
PYCR1	ENSG00000183010.17	ENST00000402252.6	27	1041	1346	1067
ENKD1	ENSG00000124074.12	ENST00000243878.9	309	1041	1565	1349
OSTM1	ENSG00000081087.16	ENST00000699577.1	138	1041	4554	1178
TFB1M	ENSG00000029639.11	ENST00000367166.5	57	1041	2799	1097
TSFM	ENSG00000123297.20	ENST00000323833.12	27	1041	1218	1067
SFRP4	ENSG00000106483.12	ENST00000436072.7	281	1041	2868	1321
G6PC3	ENSG00000141349.10	ENST00000269097.9	232	1041	1573	1272
SELENOV	ENSG00000186838.15	ENST00000335426.9	75	1041	1667	1115
PEX10	ENSG00000157911.11	ENST00000288774.8	63	1041	2905	1103
ETFB	ENSG00000105379.10	ENST00000354232.8	2469	1041	3551	3509
HS3ST5	ENSG00000249853.9	ENST00000312719.10	1168	1041	3869	2208
EFNB1	ENSG00000090776.6	ENST00000204961.5	757	1041	3303	1797
CYSLTR2	ENSG00000152207.8	ENST00000614739.4	550	1041	1908	1590
MAGEB3	ENSG00000198798.6	ENST00000361644.4	517	1041	2087	1557
ANGPTL7	ENSG00000171819.5	ENST00000376819.4	226	1041	2224	1266
H1-8	ENSG00000178804.8	ENST00000324382.7	45	1041	1212	1085
LYPD3	ENSG00000124466.9	ENST00000244333.4	38	1041	1642	1078
MARCHF9	ENSG00000139266.6	ENST00000266643.6	427	1041	2981	1467
PAQR7	ENSG00000182749.6	ENST00000675840.1	330	1041	2685	1370
PRPH2	ENSG00000112619.8	ENST00000230381.7	264	1041	3001	1304
RAX	ENSG00000134438.10	ENST00000334889.4	249	1041	3255	1289
PARD6A	ENSG00000102981.10	ENST00000219255.3	81	1041	1248	1121
FFAR3	ENSG00000185897.7	ENST00000327809.5	202	1041	1800	1242
CALHM1	ENSG00000185933.7	ENST00000329905.6	150	1041	3212	1190
GPR42	ENSG00000126251.7	ENST00000454971.3	63	1041	1665	1103
HCAR1	ENSG00000196917.6	ENST00000432564.3	506	1041	4769	1546
MAGEB4	ENSG00000120289.12	ENST00000378982.4	137	1041	2188	1177
TBCC	ENSG00000124659.7	ENST00000372876.2	31	1041	1606	1071
MOS	ENSG00000172680.1	ENST00000311923.1	1	1041	1041	1041
ANXA9	ENSG00000143412.10	ENST00000368947.9	202	1038	1551	1239
TMEM144	ENSG00000164124.11	ENST00000296529.11	284	1038	3210	1321
FANK1	ENSG00000203780.12	ENST00000368693.6	80	1038	1271	1117
NDUFAF5	ENSG00000101247.18	ENST00000378106.10	42	1038	5449	1079
GHITM	ENSG00000165678.22	ENST00000690067.1	460	1038	3990	1497
CREM	ENSG00000095794.21	ENST00000429130.7	206	1038	1476	1243
TMOD4	ENSG00000163157.15	ENST00000295314.9	101	1038	1232	1138
CYB5R3	ENSG00000100243.22	ENST00000361740.9	78	1038	3048	1115
ZDHHC7	ENSG00000153786.13	ENST00000564466.5	321	1038	1488	1358
NDEL1	ENSG00000166579.16	ENST00000334527.12	175	1038	2352	1212
GMPR	ENSG00000137198.10	ENST00000259727.5	108	1038	1508	1145
AURKB	ENSG00000178999.13	ENST00000316199.10	79	1038	1254	1116
CD84	ENSG00000066294.15	ENST00000311224.8	68	1038	1116	1105
APOH	ENSG00000091583.11	ENST00000205948.11	37	1038	1174	1074
BAG1	ENSG00000107262.26	ENST00000634734.3	35	1038	3820	1072
PDGFC	ENSG00000145431.11	ENST00000502773.6	897	1038	4570	1934
KLF3	ENSG00000109787.13	ENST00000261438.10	303	1038	5594	1340
TMEM231	ENSG00000205084.12	ENST00000568377.5	40	1038	2920	1077
LDLRAD3	ENSG00000179241.13	ENST00000315571.6	38	1038	3814	1075
TCF19	ENSG00000137310.13	ENST00000706778.1	687	1038	3318	1724
DUXB	ENSG00000282757.4	ENST00000633875.4	44	1038	1117	1081
OPN1SW	ENSG00000128617.3	ENST00000249389.3	14	1038	1106	1051
GPRC5D	ENSG00000111291.9	ENST00000228887.6	110	1038	1347	1147
ANKRD60	ENSG00000124227.6	ENST00000457363.2	1	1038	3407	1038
MSANTD4	ENSG00000170903.12	ENST00000301919.9	1430	1038	4103	2467
TOB1	ENSG00000141232.5	ENST00000268957.3	430	1038	1467	1467
LRTM1	ENSG00000144771.8	ENST00000273286.6	149	1038	1414	1186
GAS1	ENSG00000180447.7	ENST00000298743.9	728	1038	3145	1765
CEBPB	ENSG00000172216.6	ENST00000303004.5	205	1038	1839	1242
FOXL1	ENSG00000176678.6	ENST00000320241.5	176	1038	4930	1213
ENSG00000288658	ENSG00000288658.2	ENST00000678139.2	91	1038	6008	1128
TAAR6	ENSG00000146383.7	ENST00000275198.1	1	1038	1038	1038
OR2K2	ENSG00000171133.4	ENST00000374428.1	1	1038	1038	1038
PCGF2	ENSG00000277258.5	ENST00000616199.4	703	1035	3062	1737
AKR1B15	ENSG00000227471.9	ENST00000457545.7	287	1035	1641	1321
WDR45B	ENSG00000141580.16	ENST00000392325.9	105	1035	2496	1139
B4GALT4	ENSG00000121578.13	ENST00000359213.7	544	1035	2385	1578
SNX16	ENSG00000104497.15	ENST00000396330.6	508	1035	3452	1542
ZDHHC4	ENSG00000136247.15	ENST00000396707.6	359	1035	1461	1393
CCNG2	ENSG00000138764.15	ENST00000502280.5	165	1035	1459	1199
UBAC2	ENSG00000134882.16	ENST00000403766.8	56	1035	2259	1090
MBIP	ENSG00000151332.20	ENST00000416007.9	50	1035	1603	1084
LPAR6	ENSG00000139679.16	ENST00000378434.8	1626	1035	3004	2660
GRTP1	ENSG00000139835.14	ENST00000375430.8	98	1035	1834	1132
GARIN1B	ENSG00000135248.16	ENST00000315184.9	54	1035	1718	1088
FST	ENSG00000134363.12	ENST00000256759.8	164	1035	2299	1198
SRSF6	ENSG00000124193.16	ENST00000244020.5	139	1035	4353	1173
CEACAM6	ENSG00000086548.9	ENST00000199764.7	110	1035	2594	1144
MOGAT3	ENSG00000106384.12	ENST00000440203.6	59	1035	1219	1093
PDCD2	ENSG00000071994.11	ENST00000541970.6	57	1035	3355	1091
RASSF1	ENSG00000068028.18	ENST00000357043.6	37	1035	1864	1071
GLIPR1L2	ENSG00000180481.11	ENST00000550916.6	29	1035	2590	1063
ZNF575	ENSG00000176472.11	ENST00000458714.2	808	1035	2285	1842
TRIM44	ENSG00000166326.7	ENST00000299413.7	338	1035	12994	1372
MGME1	ENSG00000125871.14	ENST00000377710.10	184	1035	2231	1218
LRRC75A	ENSG00000181350.12	ENST00000470794.2	204	1035	3249	1238
CALHM3	ENSG00000183128.7	ENST00000369783.4	209	1035	1652	1243
TOB2	ENSG00000183864.5	ENST00000327492.4	486	1035	4337	1520
MILR1	ENSG00000271605.6	ENST00000619286.5	55	1032	1448	1086
KHK	ENSG00000138030.14	ENST00000429697.2	467	1032	1717	1498
TMEM268	ENSG00000157693.15	ENST00000374049.4	438	1032	4578	1469
AIM2	ENSG00000163568.16	ENST00000411768.2	423	1032	1662	1454
SMCO2	ENSG00000165935.10	ENST00000535986.2	101	1032	1196	1132
RPUSD3	ENSG00000156990.14	ENST00000383820.10	19	1032	1217	1050
BDH1	ENSG00000161267.12	ENST00000392379.6	384	1032	3527	1415
LRRC23	ENSG00000010626.15	ENST00000443597.7	304	1032	1698	1335
USP50	ENSG00000170236.16	ENST00000616326.1	181	1032	1419	1212
HLA-G	ENSG00000204632.13	ENST00000376828.6	73	1032	1490	1104
CLN6	ENSG00000128973.13	ENST00000538696.5	239	1032	1343	1270
TBPL2	ENSG00000182521.6	ENST00000247219.6	168	1032	1368	1199
ARMC10	ENSG00000170632.14	ENST00000323716.8	134	1032	2371	1165
RBFA	ENSG00000101546.13	ENST00000306735.10	63	1032	5590	1094
MRNIP	ENSG00000161010.16	ENST00000292586.11	22	1032	1168	1053
PRSS8	ENSG00000052344.16	ENST00000317508.11	230	1032	1837	1261
TMEM82	ENSG00000162460.7	ENST00000375782.2	62	1032	1443	1093
CCDC97	ENSG00000142039.4	ENST00000269967.4	140	1032	3329	1171
DBX1	ENSG00000109851.7	ENST00000524983.3	152	1032	1242	1183
ALX3	ENSG00000156150.9	ENST00000647563.2	61	1032	1955	1092
TRIB2	ENSG00000071575.12	ENST00000155926.9	1373	1032	4344	2404
APOL6	ENSG00000221963.6	ENST00000409652.5	226	1032	10065	1257
MRGPRF	ENSG00000172935.10	ENST00000309099.7	221	1032	2132	1252
MAGEB18	ENSG00000176774.6	ENST00000325250.2	188	1032	1812	1219
GIMAP4	ENSG00000133574.10	ENST00000461940.5	84	1032	1569	1115
HOXD13	ENSG00000128714.6	ENST00000392539.4	171	1032	2416	1202
FUT2	ENSG00000176920.14	ENST00000425340.3	122	1032	3116	1153
RNF113A	ENSG00000125352.6	ENST00000371442.4	121	1032	1259	1152
ENSG00000286143	ENSG00000286143.1	ENST00000412982.5	1	1030	1085	1030
SH3YL1	ENSG00000035115.22	ENST00000405430.5	378	1029	2064	1406
MFF	ENSG00000168958.21	ENST00000353339.8	430	1029	2174	1458
TECTB	ENSG00000119913.6	ENST00000643850.1	185	1029	3581	1213
EPCAM	ENSG00000119888.11	ENST00000405271.5	215	1029	1530	1243
RSRC1	ENSG00000174891.14	ENST00000683899.1	126	1029	1614	1154
PRPF18	ENSG00000165630.15	ENST00000378572.8	123	1029	1670	1151
SLC39A11	ENSG00000133195.12	ENST00000542342.6	90	1029	2752	1118
WDR77	ENSG00000116455.14	ENST00000235090.10	88	1029	2456	1116
TMEM59L	ENSG00000105696.9	ENST00000600490.5	186	1029	1717	1214
APTX	ENSG00000137074.20	ENST00000379819.6	165	1029	1938	1193
PPP6C	ENSG00000119414.12	ENST00000451402.5	222	1029	4349	1250
AQP7	ENSG00000165269.13	ENST00000297988.6	222	1029	3064	1250
SNX15	ENSG00000110025.13	ENST00000377244.8	100	1029	1908	1128
DCAF7	ENSG00000136485.16	ENST00000614556.5	202	1029	6324	1230
RNLS	ENSG00000184719.13	ENST00000331772.9	129	1029	2409	1157
GALM	ENSG00000143891.17	ENST00000272252.10	49	1029	2277	1077
KIR2DL4	ENSG00000189013.16	ENST00000345540.10	43	1029	1477	1071
ABHD4	ENSG00000100439.11	ENST00000428304.7	8	1029	3051	1036
TTPAL	ENSG00000124120.11	ENST00000372904.7	144	1029	6234	1172
STEAP1B	ENSG00000105889.16	ENST00000404369.8	417	1029	1515	1445
SIRPB2	ENSG00000196209.13	ENST00000359801.8	62	1029	2679	1090
ADPRM	ENSG00000170222.12	ENST00000379774.5	92	1029	1534	1120
DMRTB1	ENSG00000143006.7	ENST00000371445.3	56	1029	1910	1084
PTAFR	ENSG00000169403.12	ENST00000539896.1	336	1029	4191	1364
P2RY12	ENSG00000169313.10	ENST00000302632.4	242	1029	2244	1270
ARRDC5	ENSG00000205784.4	ENST00000381781.2	1	1029	1638	1029
CXCR6	ENSG00000172215.6	ENST00000438735.1	387	1029	2242	1415
HOXC10	ENSG00000180818.5	ENST00000303460.5	115	1029	1976	1143
FUT7	ENSG00000180549.8	ENST00000314412.7	98	1029	1662	1126
HS3ST6	ENSG00000162040.7	ENST00000454677.3	93	1029	1236	1121
OR51F2	ENSG00000176925.8	ENST00000641672.1	66	1029	1136	1094
TAAR8	ENSG00000146385.2	ENST00000275200.2	22	1029	1085	1050
THOC6	ENSG00000131652.14	ENST00000326266.13	293	1026	1411	1318
ACBD4	ENSG00000181513.15	ENST00000431281.5	470	1026	2026	1495
BBS5	ENSG00000163093.12	ENST00000295240.8	61	1026	3159	1086
CCNY	ENSG00000108100.18	ENST00000374704.8	546	1026	5068	1571
FAM76A	ENSG00000009780.16	ENST00000010299.10	25	1026	1050	1050
MSANTD3-TMEFF1	ENSG00000251349.3	ENST00000502978.1	8	1026	2069	1033
CAB39	ENSG00000135932.12	ENST00000409788.7	555	1026	1626	1580
CREB1	ENSG00000118260.15	ENST00000432329.6	252	1026	7650	1277
HSD17B7	ENSG00000132196.16	ENST00000254521.8	100	1026	1528	1125
QKI	ENSG00000112531.17	ENST00000361752.8	477	1026	9384	1502
PGLYRP3	ENSG00000159527.4	ENST00000683862.1	352	1026	2217	1377
ETV7	ENSG00000010030.14	ENST00000340181.9	129	1026	1605	1154
LDHB	ENSG00000111716.14	ENST00000673047.2	99	1026	1303	1124
KIR2DL3	ENSG00000243772.8	ENST00000342376.4	34	1026	1592	1059
CTSL	ENSG00000135047.16	ENST00000678596.1	240	1026	1963	1265
MR1	ENSG00000153029.16	ENST00000614012.5	213	1026	7911	1238
CD2BP2	ENSG00000169217.9	ENST00000305596.8	124	1026	3361	1149
MAT2B	ENSG00000038274.18	ENST00000694947.1	109	1026	2080	1134
PPP1CA	ENSG00000172531.16	ENST00000312989.11	12	1026	1389	1037
ECHDC1	ENSG00000093144.19	ENST00000436638.6	1	1026	1026	1026
RDH10	ENSG00000121039.10	ENST00000240285.10	689	1026	3959	1714
PAX9	ENSG00000198807.13	ENST00000402703.6	727	1026	3104	1752
DDO	ENSG00000203797.12	ENST00000368924.9	114	1026	2130	1139
SLC25A43	ENSG00000077713.19	ENST00000217909.8	69	1026	2507	1094
DNAJC22	ENSG00000178401.16	ENST00000549441.7	1234	1026	4447	2259
PLCXD2	ENSG00000240891.8	ENST00000636933.2	571	1026	7721	1596
PDIK1L	ENSG00000175087.10	ENST00000374271.8	288	1026	4279	1313
C9orf64	ENSG00000165118.15	ENST00000376344.8	243	1026	2468	1268
CHST13	ENSG00000180767.11	ENST00000319340.7	179	1026	1917	1204
LRRC55	ENSG00000183908.7	ENST00000652194.1	148	1026	5407	1173
C1orf56	ENSG00000143443.10	ENST00000368926.6	98	1026	2085	1123
UTF1	ENSG00000171794.4	ENST00000304477.3	73	1026	1214	1098
KRTAP29-1	ENSG00000212658.1	ENST00000391353.1	1	1026	1026	1026
GNB1	ENSG00000078369.19	ENST00000703693.1	711	1023	3484	1733
DMC1	ENSG00000100206.11	ENST00000216024.7	175	1023	2269	1197
SFXN5	ENSG00000144040.13	ENST00000272433.7	8	1023	4016	1030
ST3GAL1	ENSG00000008513.17	ENST00000648219.1	993	1023	2906	2015
PRKAG1	ENSG00000181929.13	ENST00000316299.9	40	1023	1683	1062
EI24	ENSG00000149547.15	ENST00000278903.11	168	1023	2191	1190
RFC5	ENSG00000111445.14	ENST00000454402.7	126	1023	2104	1148
GNB2	ENSG00000172354.10	ENST00000303210.9	274	1023	1664	1296
GNB4	ENSG00000114450.11	ENST00000676128.1	265	1023	6386	1287
RAD51	ENSG00000051180.17	ENST00000645673.2	255	1023	2439	1277
GNB3	ENSG00000111664.11	ENST00000229264.8	140	1023	1657	1162
SLC51A	ENSG00000163959.10	ENST00000296327.10	180	1023	1430	1202
DUSP11	ENSG00000144048.11	ENST00000696053.1	130	1023	1553	1152
CLYBL	ENSG00000125246.16	ENST00000339105.9	7	1023	1181	1029
C7orf57	ENSG00000164746.14	ENST00000430738.5	2	1023	2056	1024
GPALPP1	ENSG00000133114.18	ENST00000379151.9	118	1023	3442	1140
SRR	ENSG00000167720.13	ENST00000344595.10	73	1023	2482	1095
HAPLN2	ENSG00000132702.13	ENST00000255039.6	287	1023	1650	1309
PAWR	ENSG00000177425.11	ENST00000328827.9	241	1023	8991	1263
SHD	ENSG00000105251.11	ENST00000543264.7	799	1023	1910	1821
MCHR2	ENSG00000152034.11	ENST00000281806.7	316	1023	3759	1338
NSUN3	ENSG00000178694.10	ENST00000314622.9	67	1023	6431	1089
DUSP12	ENSG00000081721.12	ENST00000367943.5	17	1023	1330	1039
RAB12	ENSG00000206418.5	ENST00000649141.2	4	1023	2147	1026
SPATC1L	ENSG00000160284.15	ENST00000291672.6	1063	1023	2304	2085
EFNB3	ENSG00000108947.5	ENST00000226091.3	398	1023	3216	1420
REM2	ENSG00000139890.10	ENST00000267396.9	67	1023	1858	1089
A3GALT2	ENSG00000184389.9	ENST00000442999.3	1	1023	1023	1023
MANSC4	ENSG00000205693.4	ENST00000381273.4	334	1023	1667	1356
A4GNT	ENSG00000118017.4	ENST00000236709.4	206	1023	1779	1228
DNAJB1	ENSG00000132002.9	ENST00000254322.3	49	1023	2242	1071
IGBP1C	ENSG00000266826.3	ENST00000583666.3	338	1023	1513	1360
ZNF488	ENSG00000265763.4	ENST00000585316.3	183	1023	3516	1205
HOXD10	ENSG00000128710.6	ENST00000249501.5	57	1023	1785	1079
GPR35	ENSG00000178623.13	ENST00000430267.2	1	1023	1399	1023
ENSG00000241489	ENSG00000241489.8	ENST00000651111.1	2498	1020	9159	3517
FAM50A	ENSG00000071859.15	ENST00000393600.8	96	1020	1337	1115
TMEM120B	ENSG00000188735.13	ENST00000449592.7	145	1020	7510	1164
ERLIN2	ENSG00000147475.17	ENST00000519638.3	61	1020	5387	1080
LRRC39	ENSG00000122477.14	ENST00000370138.1	200	1020	1466	1219
FAM76B	ENSG00000077458.13	ENST00000358780.10	305	1020	3932	1324
AUH	ENSG00000148090.12	ENST00000375731.9	30	1020	1574	1049
SNRNP48	ENSG00000168566.13	ENST00000342415.6	61	1020	4174	1080
DHRS7	ENSG00000100612.14	ENST00000216500.9	457	1020	2322	1476
TRMT10A	ENSG00000145331.14	ENST00000273962.7	314	1020	3694	1333
TBP	ENSG00000112592.15	ENST00000392092.7	244	1020	1857	1263
IGBP1	ENSG00000089289.16	ENST00000356413.5	320	1020	1682	1339
CIAO1	ENSG00000144021.3	ENST00000488633.2	127	1020	3968	1146
FBP2	ENSG00000130957.5	ENST00000375337.4	99	1020	1336	1118
SRRD	ENSG00000100104.13	ENST00000215917.11	15	1020	4020	1034
STEAP1	ENSG00000164647.9	ENST00000297205.7	107	1020	1219	1126
P2RY10	ENSG00000078589.13	ENST00000171757.3	311	1020	3517	1330
C17orf58	ENSG00000186665.10	ENST00000580729.3	272	1020	2105	1291
DBX2	ENSG00000185610.6	ENST00000332700.6	173	1020	2806	1192
RBM14-RBM4	ENSG00000248643.5	ENST00000412278.2	96	1020	1566	1115
TAAR1	ENSG00000146399.3	ENST00000275216.3	180	1020	2871	1199
OR7E24	ENSG00000237521.4	ENST00000456448.3	115	1020	1696	1134
SLC25A40	ENSG00000075303.13	ENST00000341119.10	359	1017	4056	1375
HEMK1	ENSG00000114735.10	ENST00000434410.5	297	1017	17064	1313
TAF8	ENSG00000137413.17	ENST00000494547.5	21	1017	2402	1037
AHSA1	ENSG00000100591.8	ENST00000216479.8	98	1017	1337	1114
SCAMP1	ENSG00000085365.18	ENST00000621999.5	56	1017	6143	1072
MDH2	ENSG00000146701.12	ENST00000315758.10	56	1017	2170	1072
PHYH	ENSG00000107537.14	ENST00000263038.9	23	1017	1541	1039
ENSG00000249590	ENSG00000249590.7	ENST00000439838.5	1	1017	1470	1017
FBP1	ENSG00000165140.12	ENST00000415431.5	231	1017	1487	1247
PARP11	ENSG00000111224.14	ENST00000228820.9	171	1017	4449	1187
ZPBP2	ENSG00000186075.13	ENST00000348931.9	154	1017	2257	1170
LSAMP	ENSG00000185565.13	ENST00000490035.7	457	1017	9416	1473
TFAP4	ENSG00000090447.12	ENST00000204517.11	278	1017	2163	1294
SLC25A32	ENSG00000164933.13	ENST00000707124.1	102	1017	2891	1118
PINX1	ENSG00000254093.9	ENST00000524114.6	16	1017	1032	1032
FAM205C	ENSG00000187791.13	ENST00000603640.6	1	1017	1017	1017
FOSB	ENSG00000125740.15	ENST00000353609.8	592	1017	3775	1608
GPR160	ENSG00000173890.17	ENST00000355897.10	543	1017	1962	1559
TSSK4	ENSG00000139908.15	ENST00000339917.10	229	1017	1347	1245
SLC25A37	ENSG00000147454.14	ENST00000519973.6	48	1017	4672	1064
POLR1F	ENSG00000105849.6	ENST00000222567.6	22	1017	3893	1038
ZFP36L1	ENSG00000185650.10	ENST00000336440.4	3312	1017	4539	4328
P2RY14	ENSG00000174944.9	ENST00000309170.8	389	1017	2588	1405
LUM	ENSG00000139329.5	ENST00000266718.5	119	1017	2671	1135
UBIAD1	ENSG00000120942.14	ENST00000376810.6	335	1017	3654	1351
POU4F3	ENSG00000091010.6	ENST00000646991.2	275	1017	2575	1291
ACKR1	ENSG00000213088.13	ENST00000368121.6	130	1017	1196	1146
HOXD11	ENSG00000128713.14	ENST00000249504.7	77	1017	1705	1093
SLC35G6	ENSG00000259224.3	ENST00000412468.4	72	1017	1583	1088
SLC35G5	ENSG00000177710.6	ENST00000382435.5	96	1017	1349	1112
SLC35G3	ENSG00000164729.8	ENST00000297307.7	87	1017	1874	1103
TAS2R39	ENSG00000236398.2	ENST00000446620.1	1	1017	1017	1017
SLC35G4	ENSG00000236396.8	ENST00000588001.2	1	1017	1017	1017
SFXN4	ENSG00000183605.17	ENST00000355697.7	68	1014	1556	1081
CAB39L	ENSG00000102547.19	ENST00000610540.4	520	1014	3692	1533
CA14	ENSG00000118298.12	ENST00000647854.1	128	1014	1531	1141
SLC35D2	ENSG00000130958.13	ENST00000253270.13	78	1014	1623	1091
ZDHHC15	ENSG00000102383.14	ENST00000373367.8	14	1014	5578	1027
TMEM116	ENSG00000198270.13	ENST00000552374.7	198	1014	1534	1211
ABHD6	ENSG00000163686.15	ENST00000478253.6	216	1014	2198	1229
PPIL6	ENSG00000185250.16	ENST00000440797.6	582	1014	1693	1595
LGALS12	ENSG00000133317.16	ENST00000674247.1	342	1014	1736	1355
ERI3	ENSG00000117419.16	ENST00000372257.7	232	1014	1733	1245
CSTPP1	ENSG00000149179.14	ENST00000378615.7	29	1014	1651	1042
PPP1CC	ENSG00000186298.12	ENST00000340766.9	233	1014	1472	1246
SLC35A1	ENSG00000164414.19	ENST00000369552.9	31	1014	1854	1044
TALDO1	ENSG00000177156.11	ENST00000319006.8	19	1014	1199	1032
CDC37L1	ENSG00000106993.12	ENST00000381854.4	200	1014	3500	1213
NHERF2	ENSG00000065054.14	ENST00000424542.7	105	1014	2160	1118
DGAT2L6	ENSG00000184210.6	ENST00000333026.4	101	1014	1712	1114
RRH	ENSG00000180245.7	ENST00000317735.7	57	1014	1815	1070
LIX1L	ENSG00000271601.4	ENST00000604000.4	91	1014	3991	1104
DCPS	ENSG00000110063.10	ENST00000263579.5	22	1014	5427	1035
HEY2	ENSG00000135547.9	ENST00000368364.4	146	1014	2626	1159
OXGR1	ENSG00000165621.9	ENST00000541038.2	457	1014	2503	1470
CYSLTR1	ENSG00000173198.6	ENST00000373304.4	422	1014	2700	1435
DNAJB4	ENSG00000162616.9	ENST00000370763.6	173	1014	2903	1186
GIMAP2	ENSG00000106560.11	ENST00000223293.10	89	1014	1443	1102
GPR26	ENSG00000154478.4	ENST00000284674.2	54	1014	10306	1067
GPR65	ENSG00000140030.6	ENST00000267549.5	548	1014	4511	1561
ABHD13	ENSG00000139826.6	ENST00000375898.4	289	1014	5313	1302
C5AR2	ENSG00000134830.6	ENST00000595464.3	191	1014	6720	1204
NEUROD6	ENSG00000164600.7	ENST00000297142.4	156	1014	1959	1169
CSNK1A1L	ENSG00000180138.7	ENST00000379800.4	409	1014	2406	1422
TAAR5	ENSG00000135569.5	ENST00000258034.4	56	1014	1150	1069
PLK5	ENSG00000185988.15	ENST00000673796.1	829	1011	1875	1839
CDC123	ENSG00000151465.14	ENST00000281141.9	59	1011	1321	1069
TBC1D21	ENSG00000167139.9	ENST00000300504.7	147	1011	1270	1157
DCUN1D4	ENSG00000109184.15	ENST00000451288.6	8	1011	4269	1018
RTF2	ENSG00000022277.13	ENST00000023939.8	114	1011	1745	1124
IMPA1	ENSG00000133731.10	ENST00000449740.6	81	1011	1180	1091
ACMSD	ENSG00000153086.14	ENST00000356140.10	68	1011	1252	1078
IGLON5	ENSG00000142549.10	ENST00000270642.9	205	1011	3347	1215
XRCC4	ENSG00000152422.16	ENST00000338635.10	100	1011	1579	1110
HIBADH	ENSG00000106049.9	ENST00000265395.7	96	1011	1878	1106
MCUB	ENSG00000005059.16	ENST00000394650.7	93	1011	2230	1103
NDFIP2	ENSG00000102471.16	ENST00000218652.12	50	1011	4624	1060
VPS26B	ENSG00000151502.11	ENST00000525095.2	409	1011	1558	1419
CD226	ENSG00000150637.9	ENST00000280200.8	270	1011	12319	1280
RNF2	ENSG00000121481.11	ENST00000367510.8	95	1011	3407	1105
CCDC198	ENSG00000100557.10	ENST00000422976.6	43	1011	1153	1053
TMEM19	ENSG00000139291.14	ENST00000266673.10	600	1011	5662	1610
ST6GALNAC5	ENSG00000117069.15	ENST00000477717.6	197	1011	5547	1207
TOR1B	ENSG00000136816.16	ENST00000259339.7	30	1011	2738	1040
MAGEB17	ENSG00000182798.10	ENST00000400003.1	298	1011	1379	1308
GPR82	ENSG00000171657.6	ENST00000302548.5	215	1011	3318	1225
KCNK1	ENSG00000135750.15	ENST00000366621.8	67	1011	2061	1077
RDH14	ENSG00000240857.2	ENST00000381249.4	82	1011	1560	1092
ENSG00000258472	ENSG00000258472.10	ENST00000531839.5	25	1009	1033	1033
POLB	ENSG00000070501.12	ENST00000265421.9	132	1008	1290	1139
MEST	ENSG00000106484.16	ENST00000223215.10	230	1008	2646	1237
CCDC68	ENSG00000166510.14	ENST00000591504.6	229	1008	4085	1236
GLRX3	ENSG00000108010.12	ENST00000368644.5	23	1008	3827	1030
OSGEP	ENSG00000092094.11	ENST00000206542.9	130	1008	1976	1137
STX18	ENSG00000168818.10	ENST00000306200.7	85	1008	2158	1092
NDE1	ENSG00000072864.16	ENST00000396355.5	827	1008	3936	1834
MAGT1	ENSG00000102158.22	ENST00000358075.11	184	1008	4047	1191
METAP1D	ENSG00000172878.14	ENST00000315796.5	18	1008	3049	1025
DECR1	ENSG00000104325.7	ENST00000220764.7	17	1008	2760	1024
PPT1	ENSG00000131238.18	ENST00000641471.1	10	1008	2368	1017
GAPDH	ENSG00000111640.15	ENST00000396861.5	152	1008	1348	1159
ARHGEF39	ENSG00000137135.18	ENST00000378387.4	27	1008	3678	1034
MTARC2	ENSG00000117791.16	ENST00000366913.8	211	1008	2146	1218
RCN2	ENSG00000117906.14	ENST00000320963.9	105	1008	1750	1112
